year	origin	destination
2018	12057013916	23031027000
2018	12057012304	23031034002
2018	12057013702	23031025202
2018	12057011710	23031038001
2018	12057007103	23031006102
2018	12057011107	23031029000
2018	12057010810	23031038001
2018	12057010600	23031025202
2018	12057010812	23031037000
2018	12057013321	23031034002
2018	12057005000	23031030202
2018	12057012503	23031036001
2018	12057006900	23031006101
2018	12057006700	23031033000
2018	12057013917	23031030300
2018	12057013504	23031005100
2018	12057011606	23031005200
2018	12057011008	23031034002
2018	12057011522	23031025201
2018	12057010213	23031038001
2018	12057013916	23031028002
2018	12057013702	23031036001
2018	12057013704	23031030100
2018	12057012304	23031005300
2018	12057013801	23031006102
2018	12057013702	23031006101
2018	12057011710	23031038001
2018	12057011904	23031006101
2018	12057002000	23031006102
2018	12057006101	23031034001
2018	12057013321	23031006102
2018	12057002500	23031038002
2018	12057000500	23031030201
2018	12057013916	23031032000
2018	12057011410	23031028002
2018	12057005102	23031030202
2018	12057010805	23031030100
2018	12057003000	23031023000
2018	12057011016	23031025400
2018	12057011010	23031038001
2018	12057006000	23031034002
2018	12057001300	23031036002
2018	12057013205	23031025202
2018	12057010401	23031027000
2018	12057005000	23031027000
2018	12057013321	23031025202
2018	12057013505	23031025100
2018	12057007102	23031036001
2018	12057010209	23031034001
2018	12057013922	23031037000
2018	12057010304	23031025202
2018	12057011610	23031006101
2018	12057014014	23031030100
2018	12057000201	23031027000
2018	12057004400	23031034002
2018	12057013205	23031030202
2018	12057010812	23031006101
2018	12057013501	23031025400
2018	12057010205	23031030202
2018	12057012108	23031028002
2018	12057011614	23031037000
2018	12057010814	23031034002
2018	12057006700	23031038001
2018	12057010810	23031006102
2018	12057011416	23031005300
2018	12057007200	23031030300
2018	12057011607	23031022000
2018	12057007103	23031035000
2018	12057005900	23031036001
2018	12057010204	23031005200
2018	12057013913	23031023500
2018	12057013702	23031025400
2018	12057002000	23031030202
2018	12057012304	23031030202
2018	12057012401	23031036002
2018	12057007102	23031030201
2018	12057013317	23031025202
2018	12057010600	23031006102
2018	12057010812	23031006101
2018	12057011614	23031030100
2018	12057010818	23031030202
2018	12057011516	23031020000
2018	12057011802	23031028002
2018	12057006600	23031023500
2018	12057010401	23031025400
2018	12057014014	23031025201
2018	12057002500	23031006101
2018	12057014003	23031025300
2018	12057011008	23031037000
2018	12057005102	23031038001
2018	12057013004	23031038001
2018	12057011706	23031038001
2018	12057013307	23031033000
2018	12057011010	23031030300
2018	12057006802	23031024000
2018	12057011006	23031030202
2018	12057012211	23031028002
2018	12057011710	23031038001
2018	12057011507	23031028002
2018	12057005800	23031037000
2018	12057011710	23031025400
2018	12057013415	23031037000
2018	12057010107	23031036002
2018	12057010205	23031033000
2018	12057010701	23031035000
2018	12057013321	23031036002
2018	12057006700	23031035000
2018	12057013922	23031025300
2018	12057011012	23031025202
2018	12057010103	23031034002
2018	12057011901	23031038001
2018	12057011710	23031020000
2018	12057013307	23031024500
2018	12057014104	23031025202
2018	12057013322	23031036002
2018	12057010213	23031038001
2018	12057000102	23031030201
2018	12057013919	23031034002
2018	12057012103	23031037000
2018	12057003900	23031033000
2018	12057010209	23031025202
2018	12057010501	23031038001
2018	12057002000	23031025300
2018	15003011500	23031028002
2018	15003010305	23031030202
2018	15003007302	23031036001
2018	15003008410	23031036002
2018	15003000106	23031036002
2018	15003008408	23031005300
2018	15003009603	23031036001
2018	15003001201	23031037000
2018	15003008906	23031022000
2018	15003002300	23031034002
2018	15003009802	23031030300
2018	15003008701	23031034002
2018	15003007302	23031025202
2018	15003006804	23031030203
2018	15003010000	23031024000
2018	15003004600	23031030202
2018	15003011400	23031030202
2018	15003009000	23031038001
2018	15003006702	23031037000
2018	15003005900	23031030202
2018	15003006201	23031006101
2018	15003008402	23031025201
2018	15003006808	23031029000
2018	15003007400	23031030300
2018	15003008612	23031033000
2018	15003005700	23031036002
2018	15003010201	23031006101
2018	15003008906	23031038001
2018	15003005300	23031023500
2018	15003008701	23031025202
2018	15003009504	23031038002
2018	15003006809	23031006102
2018	15003000800	23031036002
2018	15003006701	23031027000
2018	15003003501	23031022500
2018	15003008622	23031038001
2018	15003002201	23031034002
2018	15003008410	23031025400
2018	15003004400	23031032000
2018	15003001400	23031038001
2018	15003010802	23031038001
2018	15003008925	23031030202
2018	15003005700	23031025202
2018	15003007302	23031037000
2018	15003002201	23031038001
2018	15003007504	23031038001
2018	15003008609	23031029000
2018	15003008921	23031028002
2018	15003000111	23031030201
2018	15003009507	23031032000
2018	15003009608	23031006102
2018	15003008408	23031037000
2018	15003005900	23031020000
2018	15003010100	23031037000
2018	15003008003	23031025202
2018	15003006805	23031038001
2018	15003010202	23031034001
2018	15003008612	23031025202
2018	15003004400	23031025400
2018	15003001400	23031021000
2018	15003008610	23031036002
2018	15003008914	23031036001
2018	15003009000	23031028002
2018	15003000112	23031006102
2018	15003010904	23031034002
2018	15003008614	23031032000
2018	15003006802	23031022000
2018	15003005900	23031036001
2018	15003003604	23031025202
2018	15003008800	23031038001
2018	15003011104	23031030100
2018	15003008005	23031030202
2018	15003008914	23031006102
2018	15003007400	23031036001
2018	15003011300	23031036001
2018	15003007505	23031005300
2018	15003008907	23031027000
2018	15003006805	23031006102
2018	15003008003	23031036001
2018	18097341700	23031037000
2018	18097340114	23031030300
2018	18097380501	23031025201
2018	18097340400	23031030202
2018	18097391000	23031034001
2018	18097355500	23031005100
2018	18097320108	23031036001
2018	33011002400	23031025400
2018	33011200100	23031028002
2018	33011010800	23031025202
2018	33011000102	23031027000
2018	33011000600	23031022000
2018	33011000800	23031036002
2018	33011000902	23031036001
2018	33011011102	23031030202
2018	33011016201	23031034002
2018	33011010800	23031038002
2018	33011002702	23031025400
2018	33011001800	23031030203
2018	33011012300	23031025400
2018	33011001800	23031027000
2018	33011000300	23031024500
2018	33011010900	23031025400
2018	33011001900	23031033000
2018	33011002100	23031036001
2018	33011021000	23031036002
2018	33011016201	23031024500
2018	33011021000	23031037000
2018	33011010900	23031027000
2018	33011200400	23031025202
2018	33011000800	23031030100
2018	33011010600	23031036002
2018	33011014202	23031024000
2018	33011001000	23031030202
2018	33011002702	23031030202
2018	33011010800	23031031000
2018	33011011402	23031036002
2018	33011023000	23031035000
2018	33011001800	23031005200
2018	33011000600	23031006102
2018	33011013100	23031005400
2018	33011021500	23031034001
2018	33011012200	23031025202
2018	33011012200	23031030202
2018	33011002600	23031023500
2018	33011000102	23031033000
2018	33011011402	23031025202
2018	33011002100	23031030202
2018	33011001900	23031036002
2018	33011012200	23031027000
2018	33011000800	23031034002
2018	33011002100	23031036002
2018	33011002400	23031038002
2018	33011000204	23031030202
2018	33011000901	23031038001
2018	33011011101	23031022500
2018	33011002902	23031031000
2018	33011016201	23031038001
2018	33011001700	23031024000
2018	33011023000	23031030203
2018	33011200100	23031025400
2018	33011010100	23031025202
2018	33011200300	23031036001
2018	33011016201	23031027000
2018	33011010301	23031036002
2018	33011000102	23031027000
2018	33011001800	23031025400
2018	33011200100	23031030100
2018	33011012200	23031024500
2018	33011016201	23031036001
2018	33011010600	23031027000
2018	33011002500	23031027000
2018	33011014300	23031022500
2018	33011001800	23031024500
2018	33011002100	23031037000
2018	33011012200	23031022500
2018	33011001000	23031037000
2018	33011002000	23031032000
2018	33011016201	23031036002
2018	33011010800	23031005100
2018	33011001600	23031032000
2018	33011002200	23031024500
2018	33011014202	23031005200
2018	33011010200	23031028002
2018	33011010100	23031025400
2018	33011013100	23031036002
2018	33011002902	23031038002
2018	33011002100	23031005100
2018	33011010600	23031029000
2018	33011002200	23031023500
2018	33011010600	23031022500
2018	33011001800	23031035000
2018	37051002800	23031038001
2018	37051000200	23031025400
2018	37051001700	23031028002
2018	37051003302	23031005200
2018	37051003600	23031038001
2018	37051000600	23031030203
2018	37051003402	23031038002
2018	37051003309	23031005100
2018	37051001700	23031028002
2018	37051003102	23031024000
2018	37051003800	23031036002
2018	37051000900	23031037000
2018	37051003304	23031030300
2018	37051003408	23031022500
2018	37051001100	23031032000
2018	37051003310	23031030202
2018	37051002502	23031027000
2018	37051003204	23031025300
2018	37051003203	23031037000
2018	37051002600	23031005300
2018	37051003312	23031038001
2018	37051003312	23031025202
2018	37051001100	23031034002
2018	37051003310	23031030202
2018	37051003600	23031027000
2018	37051003600	23031038001
2018	37051001700	23031023500
2018	37051980200	23031005200
2018	37051002502	23031030202
2018	37051002100	23031038001
2018	37051003600	23031036001
2018	37051000600	23031027000
2018	37051003104	23031038001
2018	37051002002	23031036002
2018	37051003406	23031025400
2018	37051003600	23031024500
2018	37051003204	23031006102
2018	37051000600	23031025400
2018	37051001400	23031006102
2018	37051001700	23031036001
2018	37051003800	23031028001
2018	37051001400	23031038001
2018	37051003500	23031030202
2018	37051003307	23031030100
2018	37051000702	23031006102
2018	37051003405	23031024000
2018	37051002502	23031005300
2018	37051003402	23031036002
2018	37051003307	23031036002
2018	37051001100	23031030100
2018	37051003600	23031020000
2018	37051001100	23031024000
2018	37051000600	23031025400
2018	37051000600	23031030100
2018	37051003314	23031038001
2018	37051003800	23031006102
2018	37051003402	23031006102
2018	37051002501	23031034002
2018	37051003402	23031023500
2018	37051003401	23031006102
2018	37051003302	23031005300
2018	37051003205	23031027000
2018	37051003402	23031035000
2018	37051003204	23031034002
2018	37051003309	23031038001
2018	37051003311	23031028002
2018	37051003311	23031038001
2018	37051003401	23031022500
2018	37051002502	23031034002
2018	37051002100	23031030203
2018	37051003102	23031036002
2018	37051001700	23031030202
2018	37051003205	23031025202
2018	37051003600	23031006102
2018	37051002502	23031024000
2018	37051001601	23031034001
2018	37051003201	23031036001
2018	37051003310	23031020000
2018	37051003001	23031022500
2018	37051003404	23031038001
2018	37051002402	23031006102
2018	37051003314	23031024500
2018	37051003600	23031025202
2018	37051003500	23031005300
2018	37051003408	23031027000
2018	37051001200	23031024500
2018	37051003001	23031037000
2018	37051003311	23031030202
2018	37051002502	23031028002
2018	37133000403	23031031000
2018	37133000600	23031038001
2018	37133001400	23031023500
2018	37133000402	23031024000
2018	37133000600	23031036002
2018	37133000401	23031005200
2018	37133000302	23031030202
2018	37133000600	23031034002
2018	37133000302	23031030100
2018	37133002100	23031036002
2018	37133000600	23031038002
2018	37133000202	23031027000
2018	37133000103	23031024000
2018	37133000600	23031006102
2018	37133001300	23031037000
2018	37133000302	23031022500
2018	37133000600	23031006101
2018	37133000202	23031022500
2018	37133000600	23031032000
2018	37133000900	23031023500
2018	37133000202	23031036001
2018	37133000401	23031036002
2018	37133000600	23031025202
2018	37133001300	23031029000
2018	37133000401	23031034002
2018	37133000102	23031030203
2018	37133000201	23031023000
2018	37133001101	23031038001
2018	37133000201	23031037000
2018	37133000600	23031024000
2018	37133001102	23031038001
2018	37133000600	23031024000
2018	37133000302	23031036002
2018	37133000102	23031038001
2018	37133000201	23031036002
2018	48029121804	23031025202
2018	48029120701	23031030203
2018	48029121606	23031030100
2018	48029171925	23031037000
2018	48029181809	23031024000
2018	48029150900	23031032000
2018	48029181601	23031036002
2018	48029172005	23031038001
2018	48029181824	23031006102
2018	48029181404	23031037000
2018	48029130401	23031030202
2018	48029160400	23031024500
2018	48029121907	23031028002
2018	48029171916	23031025400
2018	48029140500	23031030202
2018	48029181004	23031024500
2018	48029131507	23031022500
2018	48029121804	23031030100
2018	48029121122	23031028002
2018	48029181303	23031006102
2018	48029161600	23031028002
2018	48029172004	23031038001
2018	48029181005	23031030203
2018	48029161802	23031025202
2018	48029160100	23031025400
2018	48029141403	23031038001
2018	48029181504	23031025400
2018	48029150600	23031036001
2018	48029160400	23031037000
2018	48029181504	23031028002
2018	48029121910	23031024500
2018	48029172005	23031030202
2018	48029191817	23031020000
2018	48029191816	23031028002
2018	48029181818	23031024500
2018	48029180603	23031024500
2018	48029130700	23031030203
2018	48029181503	23031005300
2018	48029192000	23031037000
2018	48029191702	23031033000
2018	48029191410	23031025400
2018	48029190504	23031024500
2018	48029121404	23031036001
2018	48029141700	23031027000
2018	48029120100	23031038002
2018	48029121508	23031038001
2018	48029181005	23031036001
2018	48029130600	23031006102
2018	48029181302	23031038002
2018	48029181302	23031005100
2018	48029181302	23031033000
2018	48029120702	23031030201
2018	48029181722	23031025202
2018	48029191808	23031025201
2018	48029192000	23031034001
2018	48029141300	23031025400
2018	48029161100	23031034002
2018	48029171917	23031030202
2018	48029190604	23031034001
2018	48029140500	23031024500
2018	48029171903	23031022500
2018	48029120902	23031006102
2018	48029150700	23031005300
2018	48029151600	23031024000
2018	48029190901	23031038001
2018	48029110900	23031025202
2018	48029121403	23031033000
2018	48029171919	23031030202
2018	48029180202	23031030201
2018	48029192000	23031025202
2018	48029191702	23031006102
2018	48029121906	23031006101
2018	48029120100	23031032000
2018	48029180702	23031025201
2018	48029181814	23031038002
2018	48029151600	23031023500
2018	48029191702	23031036002
2018	48029192000	23031006101
2018	48029182001	23031025400
2018	48029160702	23031030201
2018	48029181811	23031030202
2018	48029181504	23031038001
2018	48029121501	23031038001
2018	48029191409	23031034001
2018	48029121505	23031024000
2018	48029131507	23031025400
2018	48029150900	23031025400
2018	48029121604	23031024000
2018	48029181301	23031006101
2018	48029121122	23031038001
2018	48029131609	23031037000
2018	48029191817	23031034001
2018	48029121116	23031027000
2018	48029141300	23031038001
2018	48029150600	23031032000
2018	48029120100	23031038001
2018	48029120901	23031035000
2018	48029152000	23031030201
2018	48029131401	23031038001
2018	48029181003	23031005400
2018	48029121116	23031024500
2018	48029181723	23031036001
2018	48029171918	23031030201
2018	48029180201	23031025300
2018	48029121702	23031025202
2018	48029171802	23031038001
2018	48029191004	23031024500
2018	48029171601	23031025202
2018	48029181005	23031025400
2018	48029181815	23031034002
2018	48029110600	23031027000
2018	48029150800	23031006102
2018	48029131000	23031028002
2018	48029121508	23031025100
2018	48029120702	23031024500
2018	48029181001	23031036001
2018	48029191405	23031005300
2018	48029161802	23031027000
2018	48029191405	23031030100
2018	48029140700	23031037000
2018	48029121907	23031038001
2018	48029181602	23031034001
2018	48029181005	23031025202
2018	48029171923	23031030100
2018	48029171902	23031036001
2018	48029181004	23031030300
2018	48029180603	23031025400
2018	48029121204	23031037000
2018	48029171401	23031030300
2018	48029181403	23031037000
2018	48029121000	23031024000
2018	48029130200	23031038001
2018	48029161400	23031037000
2018	48029130800	23031005100
2018	48029131615	23031036002
2018	48029171925	23031030100
2018	48029181004	23031024000
2018	48029190700	23031027000
2018	48029171916	23031028002
2018	48029181403	23031038001
2018	48029191817	23031036001
2018	48029191817	23031033000
2018	48029191506	23031028002
2018	48029171902	23031034001
2018	48029130401	23031028002
2018	48029171917	23031025202
2018	48029182106	23031030203
2018	48029172005	23031035000
2018	48029121111	23031034001
2018	48029120902	23031034001
2018	48029161802	23031006102
2018	48029191506	23031038002
2018	48029121204	23031030202
2018	48029120600	23031030100
2018	48029131300	23031030202
2018	48029161801	23031036002
2018	48029141402	23031036001
2018	48029110600	23031005300
2018	48029130402	23031023000
2018	48029110800	23031024500
2018	48029180902	23031006102
2018	48029191817	23031030202
2018	48029171000	23031032000
2018	48029121604	23031036001
2018	48029180400	23031024500
2018	48029121812	23031037000
2018	48029181731	23031034002
2018	48029110500	23031006102
2018	48029181823	23031006101
2018	48029172002	23031025202
2018	48029171802	23031024000
2018	48029182102	23031037000
2018	48029182105	23031024500
2018	48029191701	23031037000
2018	48029170800	23031005300
2018	48029180902	23031034002
2018	48029171602	23031038001
2018	48029141101	23031036001
2018	48029191503	23031005300
2018	48029190604	23031038002
2018	48029121118	23031028001
2018	48029181826	23031029000
2018	48029121116	23031025400
2018	48029161501	23031022500
2018	48029181816	23031025202
2018	48029182102	23031006102
2018	48029181820	23031037000
2018	48029150700	23031038001
2018	48029150501	23031038001
2018	48029192000	23031030202
2018	48029161303	23031038002
2018	48029191411	23031030300
2018	48029181711	23031005300
2018	48029150300	23031034001
2018	48029181503	23031030202
2018	48029181726	23031022500
2018	48121020700	23031036001
2018	48121021634	23031038001
2018	48121021521	23031027000
2018	48121021718	23031025400
2018	48121020505	23031006101
2018	48121021512	23031028002
2018	48121021747	23031022500
2018	48121021304	23031024500
2018	48121020303	23031032000
2018	48121020103	23031036002
2018	48121021900	23031027000
2018	48121021628	23031035000
2018	48121021636	23031036001
2018	48121020308	23031023500
2018	48121021734	23031038002
2018	48121021521	23031036002
2018	48121021624	23031038002
2018	48121021752	23031029000
2018	48121021301	23031025202
2018	48121021519	23031030202
2018	48121021634	23031037000
2018	48121021722	23031022500
2018	48121021525	23031025202
2018	48121020505	23031036001
2018	48121021631	23031038001
2018	48121020900	23031037000
2018	48121020403	23031022500
2018	48121021722	23031037000
2018	48121020602	23031027000
2018	48121021627	23031027000
2018	48121021743	23031030201
2018	48121021624	23031030202
2018	48121020401	23031028002
2018	48121020800	23031024500
2018	48121021636	23031030203
2018	48121020115	23031027000
2018	48121021719	23031025300
2018	48121020402	23031022500
2018	48121021632	23031030203
2018	48121021525	23031037000
2018	48121021743	23031025202
2018	48121020503	23031030100
2018	48121020401	23031025202
2018	48121021716	23031025202
2018	48121021732	23031030203
2018	48121021739	23031005300
2018	48121021624	23031025300
2018	48121021744	23031024500
2018	48121020109	23031038002
2018	48121021733	23031025202
2018	48121020303	23031006102
2018	48121020700	23031028002
2018	48121021505	23031006101
2018	48121021201	23031027000
2018	48121021403	23031005300
2018	48121021720	23031025201
2018	51059480202	23031024500
2018	51059452502	23031036001
2018	51059440201	23031038001
2018	51059470900	23031038001
2018	51059420202	23031020000
2018	51059420600	23031033000
2018	51059481104	23031025100
2018	51059482002	23031024500
2018	51059440502	23031024500
2018	51059422302	23031035000
2018	51710002600	23031005300
2018	51710002100	23031027000
2018	51710004700	23031038001
2018	51710004900	23031030202
2018	51710006604	23031005200
2018	51710005500	23031025400
2018	51710006604	23031006101
2018	51710000902	23031036002
2018	51710000902	23031028002
2018	51710006502	23031025400
2018	51710000902	23031030202
2018	51710005901	23031030201
2018	51710000902	23031022500
2018	51710002000	23031038001
2018	51710005602	23031036002
2018	51710000902	23031025400
2018	51710001200	23031025202
2018	51710007001	23031030300
2018	51710000902	23031024000
2018	51710002500	23031006101
2018	51710005901	23031028002
2018	51710000902	23031025300
2018	51710005601	23031038002
2018	51710000600	23031030202
2018	51710002600	23031028002
2018	51710004500	23031006101
2018	51710003300	23031022500
2018	51710004900	23031030202
2018	51710006604	23031038001
2018	51710003200	23031030202
2018	51710000500	23031030100
2018	51710005000	23031025202
2018	51710000902	23031024000
2018	51710005601	23031006102
2018	51710001300	23031033000
2018	51710000902	23031022500
2018	51710005100	23031022500
2018	51710002600	23031036002
